evaluation_split,scenario_id,scenario_hash,episode_seed,analysis_variant,dc_operation,bess_enabled,dc_scale_of_reference_mix,maximum_pv_curtailment_fraction,status,target_dc_peak_kw,reference_mix_operating_peak_kw,pcc_capacity_kw,pv_rated_kw,total_community_load_kwh,total_dc_energy_kwh,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,pv_utilisation_fraction,renewable_demand_share,total_grid_import_kwh,maximum_pcc_import_kw,hours_near_pcc_limit,near_pcc_limit_fraction,total_bess_charge_kwh,total_bess_discharge_kwh,total_bess_throughput_kwh,maximum_simultaneous_bess_charge_discharge_kw,terminal_soc_deviation_kwh,deadline_miss_gpu_h,deadline_miss_fraction,terminal_backlog_gpu_h,terminal_backlog_fraction
development,hourly_seed_10001,70c10359a1fe5f3010629aae4114fa2dbd53a2349d238ca70c14d2eec0e0484d,10001,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,750.559511434,43474.5091532,34727.2942529,39449.2647713,35504.3382942,3944.92647713,0.9,0.454009201167,42938.8310432,466.46908148,0,0.95,2475.54801348,2234.18208217,4709.73009565,4.05009359383e-14,0,392.904257666,0.00832876004074,0,0
development,hourly_seed_10001,70c10359a1fe5f3010629aae4114fa2dbd53a2349d238ca70c14d2eec0e0484d,10001,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,697.607283719,43474.5091532,34856.8566521,36666.1057819,32999.4952037,3666.61057819,0.9,0.421280733004,45562.6915474,443.722225718,0,0.95,2367.39431533,2136.57336959,4503.96768492,1.08127195391e-12,0,0,0,0,0
development,hourly_seed_10001,70c10359a1fe5f3010629aae4114fa2dbd53a2349d238ca70c14d2eec0e0484d,10001,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,857.205953067,43474.5091532,34703.6354069,45054.5814035,36043.6651228,9010.9162807,0.8,0.461045287345,42134.4794373,462.880483339,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10001,70c10359a1fe5f3010629aae4114fa2dbd53a2349d238ca70c14d2eec0e0484d,10001,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,801.907879408,43474.5091532,34856.8566521,42148.1251987,33718.500159,8429.62503974,0.8,0.43045975022,44612.8656464,443.722225718,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10001,70c10359a1fe5f3010629aae4114fa2dbd53a2349d238ca70c14d2eec0e0484d,10001,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,926.304579493,43474.5091532,34779.6998942,48686.3920297,38949.1136238,9737.27840594,0.8,0.497725478257,39620.756869,459.992660962,0,0.95,3237.55328544,2921.89184011,6159.44512555,0,0,236.271763678,0.00500847416561,0,0
development,hourly_seed_10001,70c10359a1fe5f3010629aae4114fa2dbd53a2349d238ca70c14d2eec0e0484d,10001,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,869.71252621,43474.5091532,34856.8566521,45711.9245026,36569.5396021,9142.38490053,0.8,0.466856912632,42060.2317959,457.743327541,0,0.95,3060.57018135,2762.16458867,5822.73477002,2.38316033574e-11,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,56451.9096919,34694.9051167,21771.2315913,21736.2481596,34.983431667,0.998393134926,0.23847512615,69410.5666489,593.106649662,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,56451.9096919,34856.8566521,21771.2315913,21415.2800831,355.951508187,0.983650373352,0.234536955657,69893.4862609,613.591125627,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,56451.9096919,34694.9051177,21771.2315913,21771.2315813,1.00000142993e-05,0.999999999541,0.238858940126,69378.9941109,618.601610788,0,0.95,34.9834116669,31.5725290294,66.5559406963,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,56451.9096919,34856.8566521,21771.2315913,21659.5787076,111.652883745,0.994871540304,0.237212477781,69674.145151,613.591125627,0,0.95,255.974508402,231.016993833,486.991502234,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,487.868842901,56451.9096919,17352.4808452,21243.01113,20180.8605735,1062.1505565,0.95,0.273437127881,53623.5299636,516.566587064,0,0.95,0,0,0,0,0,235.872,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,466.672536956,56451.9096919,17428.4283261,20320.0717588,19304.0681708,1016.00358794,0.95,0.261288303339,54576.2698471,515.962837356,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,549.269765859,56451.9096919,17350.3365784,23916.5585573,22720.7306294,1195.82792786,0.95,0.307859608313,51222.6431969,515.040440411,0,0.95,1447.46211354,1306.33455747,2753.796671,1.55740062376e-13,0,235.872,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,533.018936842,56451.9096919,17428.4283261,23208.9574331,22048.5095614,1160.44787165,0.95,0.298435418042,51984.7037964,514.629311962,0,0.95,1567.95220374,1415.07686388,2983.02906762,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,616.570214141,56451.9096919,34697.8067565,26846.9858487,25504.6365563,1342.34929244,0.95,0.279810377367,65645.079892,613.805234846,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,570.444666664,56451.9096919,34856.8566521,24838.565896,23596.6376012,1241.9282948,0.95,0.258426858077,67712.1287428,612.175227371,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,681.96748591,56451.9096919,34694.9051167,29694.544147,28209.8169396,1484.72720735,0.95,0.309498658827,63072.0492633,612.379918381,0,0.95,1385.14250654,1250.09111215,2635.2336187,1.98538955889e-13,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,643.591896495,56451.9096919,34856.8566521,28023.5764578,26622.3976349,1401.17882289,0.95,0.291564530996,64829.5338307,610.705009113,0,0.95,1468.36022182,1325.19510019,2793.55532201,9.45266693156e-13,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,872.034995434,56451.9096919,69395.2543725,37970.5516827,36072.0240985,1898.52758413,0.95,0.286633587389,89775.1399658,807.755022302,0,0.95,0,0,0,0,0,943.488,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,775.417044412,56451.9096919,69713.7133042,33763.5681075,32075.3897021,1688.17840537,0.95,0.25423240452,94090.233294,804.65170078,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,True,2,0.05,optimal,402.001567968,201.000783984,1000,938.326512602,56451.9096919,69410.6881056,40857.0476283,38814.1952469,2042.85238141,0.95,0.308385461019,87179.6703247,808.779661641,0,0.95,1346.33614423,1215.06837016,2561.40451439,0,0,943.488,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,True,2,0.05,optimal,402.001567968,201.000783984,1000,848.585634025,56451.9096919,69713.7133042,36949.5087268,35102.0332905,1847.47543634,0.95,0.278221852014,91206.1747848,803.181053202,0,0.95,1462.41106905,1319.82598982,2782.23705886,3.16261888307e-12,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,False,3,0.05,optimal,603.002351952,201.000783984,1000,1123.3608522,56451.9096919,104092.633194,48913.8985477,46468.2036203,2445.69492739,0.95,0.289441190495,114076.339265,1000,4,0.95,0,0,0,0,0,1415.232,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,False,3,0.05,infeasible,,,,,,,,,,,,,,,,,,,,,,,,
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,flexible,True,3,0.05,optimal,603.002351952,201.000783984,1000,1189.4445382,56451.9096919,104109.831477,51791.3450124,49201.7777618,2589.56725062,0.95,0.306435252903,111496.107408,1000,4,0.95,1396.34873004,1260.20472886,2656.5534589,0,0,1415.232,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,headline_pv_hosting_envelope,rigid,True,3,0.05,optimal,603.002351952,201.000783984,1000,1044.33537917,56451.9096919,104570.569956,45472.9347979,43199.288058,2273.6467399,0.95,0.268281100579,117965.070772,998.977469758,3,0.95,1455.17109532,1313.29191353,2768.46300885,3.69482222595e-13,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,False,1,0,optimal,201.000783984,201.000783984,1000,487.830040621,56451.9096919,34697.1989473,21241.3215831,21241.3215831,0,1,0.233039268296,69907.787056,617.784280511,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,False,1,0,optimal,201.000783984,201.000783984,1000,387.649540969,56451.9096919,34856.8566521,16879.2158654,16879.2158654,0,1,0.184858656416,74429.5504786,615.849306785,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,True,1,0,optimal,201.000783984,201.000783984,1000,541.230155194,56451.9096919,34706.2269754,23566.4941058,23566.4941058,0,1,0.258523209967,67652.7941942,615.917377709,0,0.95,627.196234406,566.044601552,1193.24083596,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,True,1,0,optimal,201.000783984,201.000783984,1000,472.316061015,56451.9096919,34856.8566521,20565.8046973,20565.8046973,0,1,0.225233627841,70763.4879625,614.14755726,0,0.95,210.526315789,190,400.526315789,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,616.570214141,56451.9096919,34697.8067565,26846.9858487,25504.6365563,1342.34929244,0.95,0.279810377367,65645.079892,613.805234846,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,570.444666664,56451.9096919,34856.8566521,24838.565896,23596.6376012,1241.9282948,0.95,0.258426858077,67712.1287428,612.175227371,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,681.96748591,56451.9096919,34694.9051167,29694.544147,28209.8169396,1484.72720735,0.95,0.309498658827,63072.0492633,612.379918381,0,0.95,1385.14250654,1250.09111215,2635.2336187,1.98538955889e-13,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,643.591896495,56451.9096919,34856.8566521,28023.5764578,26622.3976349,1401.17882289,0.95,0.291564530996,64829.5338307,610.705009113,0,0.95,1468.36022182,1325.19510019,2793.55532201,9.45266693156e-13,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,False,1,0.1,optimal,201.000783984,201.000783984,1000,718.843817643,56451.9096919,34699.1954426,31300.2304638,28170.2074174,3130.02304638,0.9,0.309049543347,62980.8977171,611.207127041,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,False,1,0.1,optimal,201.000783984,201.000783984,1000,662.63350887,56451.9096919,34856.8566521,28852.6951636,25967.4256472,2885.26951636,0.9,0.284391375406,65341.3406968,610.322283394,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,True,1,0.1,optimal,201.000783984,201.000783984,1000,787.575821381,56451.9096919,34704.2627041,34292.991206,30863.6920854,3429.2991206,0.9,0.338580386541,60469.6809525,610.181657824,0,0.95,1817.44248218,1640.24184017,3457.68432235,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,True,1,0.1,optimal,201.000783984,201.000783984,1000,731.039701808,56451.9096919,34856.8566521,31831.269301,28648.1423709,3183.1269301,0.9,0.31375018542,62852.899474,608.947357316,0,0.95,1972.05641982,1779.78091889,3751.83733871,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,False,1,0.2,optimal,201.000783984,201.000783984,1000,915.162051978,56451.9096919,34698.2018736,39848.4099544,31878.7279635,7969.68199088,0.8,0.34973877065,59271.3836019,606.27767371,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,False,1,0.2,optimal,201.000783984,201.000783984,1000,851.540299668,56451.9096919,34856.8566521,37078.1621468,29662.5297174,7415.63242936,0.8,0.324859604451,61646.2366265,606.525362942,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,flexible,True,1,0.2,optimal,201.000783984,201.000783984,1000,993.280277458,56451.9096919,34706.2789406,43249.8699113,34599.895929,8649.97398225,0.8,0.379558835559,56822.9122075,604.16420638,0,0.95,2714.04619479,2449.4266908,5163.47288559,1.05327511419e-12,0,471.744,0.01,0,0
development,hourly_seed_10002,9bc1ab12e9fa58fdf6d0bc383d42538f537ecc3e8817a0f948a96ab8f5e30868,10002,pv_curtailment_sensitivity,rigid,True,1,0.2,optimal,201.000783984,201.000783984,1000,928.288386348,56451.9096919,34856.8566521,40419.9628854,32335.9703083,8083.99257709,0.8,0.354138727343,59207.1973018,604.982769482,0,0.95,2404.11555004,2169.71428391,4573.82983394,0,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,fixed_capacity_pv_operation,flexible,False,1,,optimal,201.000783984,201.000783984,1000,500,83809.0261255,34694.9051267,32470.6702756,32470.6702756,0,1,0.274005005003,86033.2609766,716.772410674,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,fixed_capacity_pv_operation,rigid,False,1,,optimal,201.000783984,201.000783984,1000,500,83809.0261255,34856.8566521,32470.6702756,32470.6702656,1.00001016108e-05,0.999999999692,0.273631051365,86195.212512,676.835369846,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,fixed_capacity_pv_operation,flexible,True,1,,optimal,201.000783984,201.000783984,1000,500,83809.0261255,34694.9051167,32470.6702756,32470.6702656,9.99998883344e-06,0.999999999692,0.274005004942,86033.2609766,691.970579855,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,fixed_capacity_pv_operation,rigid,True,1,,optimal,201.000783984,201.000783984,1000,500,83809.0261255,34856.8566521,32470.6702756,32470.6702756,0,1,0.273631051449,86195.212502,676.835369846,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,flexible,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,756.599765864,83809.0261255,17352.9744761,49134.603056,46677.8729032,2456.7301528,0.95,0.461417060018,54484.1276984,598.683875186,0,0.95,0,0,0,0,0,235.872,0.01,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,rigid,False,0.5,0.05,optimal,100.500391992,201.000783984,1000,733.847032559,83809.0261255,17428.4283261,47657.0100539,45274.1595513,2382.8505027,0.95,0.447207605096,55963.2949003,574.571440373,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,flexible,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,809.360023272,83809.0261255,17375.9214815,52560.9248999,49932.8786549,2628.04624499,0.95,0.493481291791,51476.4097237,595.092189558,0,0.95,2300.9309906,2076.59021901,4377.52120961,0,0,157.683391038,0.00668512545101,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,rigid,True,0.5,0.05,optimal,100.500391992,201.000783984,1000,789.539574341,83809.0261255,17428.4283261,51273.758376,48710.070457,2563.68791896,0.949999999997,0.481146732905,52754.5379531,571.459855998,0,0.95,2329.7841921,2102.63023354,4432.41442564,1.63202783965e-07,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,flexible,False,1,0.05,optimal,201.000783984,201.000783984,1000,888.457461466,83809.0261255,34703.6839956,57697.6185704,54812.7376418,2884.88092852,0.95,0.462505140468,63699.9724793,688.502705741,0,0.95,0,0,0,0,0,471.744,0.01,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,rigid,False,1,0.05,optimal,201.000783984,201.000783984,1000,843.609363248,83809.0261255,34856.8566521,54785.1229509,52045.8668034,2739.25614755,0.95,0.438591662449,66620.0159742,658.540299049,0,0.95,0,0,0,0,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,flexible,True,1,0.05,optimal,201.000783984,201.000783984,1000,940.31998678,83809.0261255,34705.2370019,61065.6404886,58012.3584642,3053.28202443,0.95,0.489496849859,60734.5808727,686.60194662,0,0.95,2386.42266093,2153.74645149,4540.16911242,0,0,471.744,0.01,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,rigid,True,1,0.05,optimal,201.000783984,201.000783984,1000,899.663809419,83809.0261255,34856.8566521,58425.3738291,55504.105137,2921.26869206,0.94999999999,0.467734312827,63395.5274608,658.144214687,0,0.95,2397.43405211,2163.68423182,4561.11828393,6.11692953758e-08,0,0,0,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,flexible,False,2,0.05,optimal,402.001567968,201.000783984,1000,1146.60551888,83809.0261255,69403.4207061,74462.0994795,70738.9945056,3723.10497398,0.95,0.46170527244,82473.4523261,869.925319626,0,0.95,0,0,0,0,0,943.488,0.01,0,0
development,hourly_seed_10003,bdcaf45cd1f97729315e829d2a0eb63df4a5680da7b44454e950e795e3b4dbaa,10003,headline_pv_hosting_envelope,rigid,False,2,0.05,optimal,402.001567968,201.000783984,1000,1054.90035986,83809.0261255,69713.7133042,68506.6435174,65081.3113415,3425.33217587,0.95,0.423919685014,88441.4280882,835.440598515,0,0.95,0,0,0,0,0,0,0,0,0
