evaluation_split,scenario_id,scenario_hash,episode_seed,dc_operation,pv_enabled,bess_enabled,pcc_capacity_kw,reference_mix_operating_peak_kw,hosting_dc_peak_kw,hosting_scale_of_reference_mix,minimum_background_gross_headroom_kw,maximum_pcc_power_kw,total_pv_available_kwh,total_pv_used_kwh,total_pv_curtailed_kwh,total_bess_charge_kwh,total_bess_discharge_kwh,terminal_soc_deviation_kwh,hosting_status
development,hourly_seed_10013,af9e738d724fd20277d5be9525a722cd26fc8ec1edca28ef8c1c265cb6149b9a,10013,flexible,True,False,1000,201.000783984,542.928525335,2.70112640644,243.137114256,1000,23861.9816178,11793.2953805,12068.6862373,0,0,0,optimal
development,hourly_seed_10013,af9e738d724fd20277d5be9525a722cd26fc8ec1edca28ef8c1c265cb6149b9a,10013,rigid,True,False,1000,201.000783984,272.894412382,1.35767834818,243.137114256,1000,23861.9816178,976.58925644,22885.3923614,0,0,0,optimal
development,hourly_seed_10013,af9e738d724fd20277d5be9525a722cd26fc8ec1edca28ef8c1c265cb6149b9a,10013,flexible,True,True,1000,201.000783984,700.80294639,3.48656822376,243.137114256,1000,23861.9816178,9748.5194409,14113.4621769,1434.18691071,1294.35368691,0,optimal
development,hourly_seed_10013,af9e738d724fd20277d5be9525a722cd26fc8ec1edca28ef8c1c265cb6149b9a,10013,rigid,True,True,1000,201.000783984,372.401190819,1.85273501644,243.137114256,1000,23861.9816178,4261.19577932,19600.7858385,680.44769603,614.104045667,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,flexible,False,False,1000,201.000783984,851.273472444,4.23517488624,549.31770859,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,rigid,False,False,1000,201.000783984,546.724352796,2.72001104652,549.31770859,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,flexible,False,True,1000,201.000783984,853.07630268,4.24414415591,549.31770859,1000,0,0,0,459.43921387,414.643890518,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,rigid,False,True,1000,201.000783984,624.581038553,3.10735623102,549.31770859,1000,0,0,0,620.678323239,560.162186723,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,flexible,True,False,1000,201.000783984,955.737701,4.75489538924,549.31770859,1000,21603.5547017,16623.0326845,4980.52201722,0,0,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,rigid,True,False,1000,201.000783984,558.567686571,2.77893287528,549.31770859,1000,21603.5547017,2223.38056184,19380.1741399,0,0,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,flexible,True,True,1000,201.000783984,970.473850177,4.8282092783,549.31770859,1000,21603.5547017,17312.5976211,4290.95708061,1598.0307438,1442.22274628,0,optimal
development,hourly_seed_10014,80121a177e637af56c56d47dc085c3902aa2581f4618c16013bd4993dd883674,10014,rigid,True,True,1000,201.000783984,658.095581675,3.27409460118,549.31770859,1000,21603.5547017,2344.86491419,19258.6897875,738.931431219,666.885616676,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,flexible,False,False,1000,201.000783984,785.036713213,3.90564005599,453.618953611,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,rigid,False,False,1000,201.000783984,458.027494929,2.27873486785,453.618953611,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,flexible,False,True,1000,201.000783984,788.15428323,3.92115029408,453.618953611,1000,0,0,0,458.790882745,414.058771677,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,rigid,False,True,1000,201.000783984,509.392594312,2.53428162923,453.618953611,1000,0,0,0,444.957366775,401.574023514,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,flexible,True,False,1000,201.000783984,948.235539011,4.71757134582,453.618953611,1000,28360.934899,27059.3701758,1301.56472316,0,0,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,rigid,True,False,1000,201.000783984,582.612285419,2.89855727859,453.618953611,1000,28360.934899,9573.05553355,18787.8793654,0,0,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,flexible,True,True,1000,201.000783984,951.17611135,4.73220100189,453.618953611,1000,28360.934899,24110.1599126,4250.77498636,526.315789474,475,0,optimal
development,hourly_seed_10015,ec0a69c27da9469f85ae230d8107d6c1759a04378dafb105b46aff41425d73ab,10015,rigid,True,True,1000,201.000783984,687.41719538,3.41997270735,453.618953611,1000,28360.934899,11048.6482596,17312.2866394,621.888745135,561.254592485,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,flexible,False,False,1000,201.000783984,948.319996256,4.71799152948,666.977988534,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,rigid,False,False,1000,201.000783984,667.266534392,3.31972105365,666.977988534,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,flexible,False,True,1000,201.000783984,949.736368901,4.72503813207,666.977988534,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,rigid,False,True,1000,201.000783984,729.801275039,3.63083795284,666.977988534,1000,0,0,0,428.94186131,387.120029832,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,flexible,True,False,1000,201.000783984,1091.89536091,5.4322940402,666.977988534,1000,26605.9557754,22109.6871541,4496.2686213,0,0,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,rigid,True,False,1000,201.000783984,786.990710405,3.91536139714,666.977988534,1000,26605.9557754,4616.50829137,21989.4474841,0,0,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,flexible,True,True,1000,201.000783984,1097.1308594,5.45834119475,666.977988534,1000,26605.9557754,22059.0087273,4546.94704812,744.726190629,672.115387043,0,optimal
development,hourly_seed_10016,2dfbd393efbf03e8cee62bf9d55a8b94e00c0a384266471bf4f3ab556585924c,10016,rigid,True,True,1000,201.000783984,880.150817823,4.37884271085,666.977988534,1000,26605.9557754,7894.32242265,18711.6333528,1027.68589701,927.48652205,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,flexible,False,False,1000,201.000783984,758.043527877,3.77134612538,413.602977422,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,rigid,False,False,1000,201.000783984,442.932192372,2.20363415303,413.602977422,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,flexible,False,True,1000,201.000783984,761.507286796,3.78857868961,413.602977422,1000,0,0,0,542.880576325,489.949720133,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,rigid,False,True,1000,201.000783984,497.580066371,2.47551306273,413.602977422,1000,0,0,0,691.85909695,624.402834998,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,flexible,True,False,1000,201.000783984,930.09507514,4.6273206338,413.602977422,1000,31493.8114064,28224.0344811,3269.77692522,0,0,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,rigid,True,False,1000,201.000783984,554.709362249,2.75973730676,413.602977422,1000,31493.8114064,15739.0210866,15754.7903197,0,0,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,flexible,True,True,1000,201.000783984,933.949708858,4.64649784118,413.602977422,1000,31493.8114064,27206.5428807,4287.26852564,583.019748875,526.17532336,0,optimal
development,hourly_seed_10017,f46eb43927d308278013100eefeaa4c5258cd44e0c2978ad0ea95a1ac5a5b4bc,10017,rigid,True,True,1000,201.000783984,647.700016627,3.22237557381,413.602977422,1000,31493.8114064,13043.4583322,18450.3530742,763.185559349,688.774967312,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,flexible,False,False,1000,201.000783984,903.479051262,4.49490312104,617.553341171,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,rigid,False,False,1000,201.000783984,626.33854528,3.11610001148,617.553341171,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,flexible,False,True,1000,201.000783984,904.875632424,4.50185125893,617.553341171,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,rigid,False,True,1000,201.000783984,701.190998062,3.48849882157,617.553341171,1000,0,0,0,686.759388251,619.800347896,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,flexible,True,False,1000,201.000783984,1019.64469646,5.07283940018,617.553341171,1000,25588.7458705,17588.9386399,7999.80723059,0,0,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,rigid,True,False,1000,201.000783984,663.912887888,3.30303631025,617.553341171,1000,25588.7458705,1268.83808224,24319.9077882,0,0,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,flexible,True,True,1000,201.000783984,1026.93348268,5.10910187674,617.553341171,1000,25588.7458705,18164.1958064,7424.55006407,907.643513042,819.148270521,0,optimal
development,hourly_seed_10018,0a65df8c17b8ba704ffcc678a2173a3df3f15e58c1db61255b5bfb899ae6dd6b,10018,rigid,True,True,1000,201.000783984,738.426858291,3.67375113497,617.553341171,1000,25588.7458705,2486.41166283,23102.3342076,533.717058475,481.679645274,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,flexible,False,False,1000,201.000783984,522.403814639,2.59901381619,243.137114256,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,rigid,False,False,1000,201.000783984,367.793713629,1.82981233376,243.137114256,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,flexible,False,True,1000,201.000783984,690.290439167,3.4342673968,243.137114256,1000,0,0,0,503.506718822,454.414813737,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,rigid,False,True,1000,201.000783984,453.047707882,2.25395990454,243.137114256,1000,0,0,0,436.762611464,394.178256846,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,flexible,True,False,1000,201.000783984,542.928525335,2.70112640644,243.137114256,1000,20642.4709651,13522.8369087,7119.63405635,0,0,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,rigid,True,False,1000,201.000783984,411.768248524,2.048590261,243.137114256,1000,20642.4709651,1215.12309321,19427.3478718,0,0,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,flexible,True,True,1000,201.000783984,754.702857199,3.75472593808,243.137114256,1000,20642.4709651,11300.3795829,9342.09138212,502.338226172,453.360249121,0,optimal
development,hourly_seed_10019,a96c83e6c6a1ac914acd21ed919881323b14b7fe0dedbd7a04a9fd985964757e,10019,rigid,True,True,1000,201.000783984,499.745180242,2.48628473151,243.137114256,1000,20642.4709651,5911.96291243,14730.5080526,522.347398008,471.418526703,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,flexible,False,False,1000,201.000783984,923.287509694,4.5934522811,662.656694983,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,rigid,False,False,1000,201.000783984,667.326352734,3.32001865618,662.656694983,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,flexible,False,True,1000,201.000783984,924.677588678,4.60036806996,662.656694983,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,rigid,False,True,1000,201.000783984,719.372521009,3.5789538068,662.656694983,1000,0,0,0,816.717134757,737.087214118,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,flexible,True,False,1000,201.000783984,1079.95759576,5.37290240545,662.656694983,1000,31456.6243308,23552.3478265,7904.27650432,0,0,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,rigid,True,False,1000,201.000783984,719.296234218,3.57857427201,662.656694983,1000,31456.6243308,2561.12716588,28895.4971649,0,0,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,flexible,True,True,1000,201.000783984,1088.02837161,5.41305536249,662.656694983,1000,31456.6243308,24400.7484173,7055.8759135,1052.21869677,949.627373831,0,optimal
development,hourly_seed_10020,d3ab99b8c8c03c1ea3dbc5bae12b9942f60e4c4e9fee9d8a902c61e32711e75b,10020,rigid,True,True,1000,201.000783984,822.576362733,4.092403753,662.656694983,1000,31456.6243308,5629.98364621,25826.6406846,673.79841019,608.103065197,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,flexible,False,False,1000,201.000783984,826.292887423,4.11089385347,544.240131801,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,rigid,False,False,1000,201.000783984,536.946825842,2.67136682355,544.240131801,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,flexible,False,True,1000,201.000783984,827.586876,4.11733158248,544.240131801,1000,0,0,0,210.526315789,190,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,rigid,False,True,1000,201.000783984,607.16649125,3.02071703013,544.240131801,1000,0,0,0,561.862318679,507.080742608,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,flexible,True,False,1000,201.000783984,917.759124294,4.5659479834,544.240131801,1000,21995.9011177,14749.9458223,7245.95529548,0,0,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,rigid,True,False,1000,201.000783984,559.514944099,2.78364558092,544.240131801,1000,21995.9011177,962.819381341,21033.0817364,0,0,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,flexible,True,True,1000,201.000783984,926.532625574,4.60959707325,544.240131801,1000,21995.9011177,15522.0552424,6473.84587531,1186.15936793,1070.50882956,0,optimal
development,hourly_seed_10021,5507725c8c838ec360d102a11e070c64846936a0f3f22a82933afb0c73e6a3e3,10021,rigid,True,True,1000,201.000783984,659.192620254,3.27955248327,544.240131801,1000,21995.9011177,3873.58902534,18122.3120924,626.878247759,565.757618602,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,flexible,False,False,1000,201.000783984,689.941873092,3.43253324398,414.086182216,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,rigid,False,False,1000,201.000783984,417.455999657,2.07688741995,414.086182216,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,flexible,False,True,1000,201.000783984,705.12557985,3.50807377899,414.086182216,1000,0,0,0,1443.34874495,1302.62224232,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,rigid,False,True,1000,201.000783984,473.914547745,2.35777462332,414.086182216,1000,0,0,0,1078.31484982,973.179151964,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,flexible,True,False,1000,201.000783984,886.76699224,4.41175887309,414.086182216,1000,33493.23299,31392.6338528,2100.59913712,0,0,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,rigid,True,False,1000,201.000783984,516.694258114,2.57060817313,414.086182216,1000,33493.23299,21217.7134193,12275.5195707,0,0,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,flexible,True,True,1000,201.000783984,890.360235347,4.42963563474,414.086182216,1000,33493.23299,29100.3260198,4392.90697022,580.009726623,523.458778277,0,optimal
development,hourly_seed_10022,13998b01b766de3bb01b32e2a0084361fe5b7a4c1b2ed41a942d8213e785788f,10022,rigid,True,True,1000,201.000783984,617.17842035,3.07052742839,414.086182216,1000,33493.23299,17327.1340619,16166.0989281,622.225555274,561.558563635,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,flexible,False,False,1000,201.000783984,522.403814639,2.59901381619,243.137114256,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,rigid,False,False,1000,201.000783984,246.193003969,1.22483603839,243.137114256,1000,0,0,0,0,0,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,flexible,False,True,1000,201.000783984,609.708107393,3.03336183724,243.137114256,1000,0,0,0,358.343069843,323.404620533,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,rigid,False,True,1000,201.000783984,340.771592109,1.6953744426,243.137114256,1000,0,0,0,730.164415817,658.973385275,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,flexible,True,False,1000,201.000783984,542.928525335,2.70112640644,243.137114256,1000,23861.9816178,11793.2953805,12068.6862373,0,0,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,rigid,True,False,1000,201.000783984,255.86567488,1.27295859154,243.137114256,1000,23861.9816178,532.281147721,23329.7004701,0,0,0,optimal
development,hourly_seed_10023,198cd086a76f6e2458dceff7607fab92fc65355684aa921273ba55c02bc513dd,10023,flexible,True,True,1000,201.000783984,692.797558864,3.44674058047,243.137114256,1000,23861.9816178,9124.48203276,14737.4995851,1125.5302188,1015.79102247,0,optimal
